date,provider,account_id,service,resource_id,resource_name,resource_type,region,availability_zone,environment,team,project,instance_type,usage_hours,avg_cpu_utilization,storage_gb,usage_quantity,usage_unit,currency,list_cost,discount,cost,billing_period_start,billing_period_end,tags
2026-05-23,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.49,requests,USD,0.55,0.06,0.49,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-23,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,13.7,29.4,,13.7,hours,USD,3.91,0.42,3.49,2026-05-01,2026-05-31,
2026-05-23,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,15.8,42.4,,15.8,hours,USD,0.97,0.1,0.87,2026-05-01,2026-05-31,
2026-05-23,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,21.5,49.2,,21.5,hours,USD,5.78,0.62,5.16,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-23,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,55.0,,5.75,requests,USD,6.44,0.69,5.75,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-23,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.26,GB-month,USD,1.41,0.15,1.26,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-23,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,1.5,,24.0,hours,USD,11.54,1.24,10.3,2026-05-01,2026-05-31,team=DevOps;project=Infrastructure;environment=staging
2026-05-23,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,19.5,,24.0,hours,USD,0.28,0.03,0.25,2026-05-01,2026-05-31,team=DevOps;project=Infrastructure;environment=development
2026-05-23,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,22.3,21.4,,22.3,hours,USD,5.75,0.62,5.13,2026-05-01,2026-05-31,team=Security;project=Compliance;environment=production
2026-05-23,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,22.9,43.8,,22.9,hours,USD,10.95,1.17,9.78,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-23,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,23.1,26.9,,23.1,hours,USD,11.22,1.2,10.02,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-23,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,1.71,GB-month,USD,1.92,0.21,1.71,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-23,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,39.2,,2.69,requests,USD,3.01,0.32,2.69,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-23,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,4.3,,24.0,hours,USD,5.63,0.6,5.03,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=development
2026-05-23,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,12.6,,24.0,hours,USD,5.41,0.58,4.83,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=staging
2026-05-23,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,20.9,66.6,,20.9,hours,USD,6.85,0.73,6.12,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-24,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,22.0,38.3,,22.0,hours,USD,2.35,0.25,2.1,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-24,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,22.7,59.0,,22.7,hours,USD,2.44,0.26,2.18,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-24,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,22.0,54.4,,22.0,hours,USD,4.42,0.47,3.95,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-24,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,56.8,,5.65,requests,USD,6.33,0.68,5.65,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-24,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.82,GB-month,USD,0.92,0.1,0.82,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-24,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,1.6,,24.0,hours,USD,2.59,0.28,2.31,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=staging
2026-05-24,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,0.6,,24.0,hours,USD,19.22,2.06,17.16,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-24,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,3.2,,1.93,requests,USD,2.16,0.23,1.93,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-24,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,22.2,26.8,,22.2,hours,USD,8.99,0.96,8.03,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-24,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,16.9,,3.5,requests,USD,3.92,0.42,3.5,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-24,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,12.9,,24.0,hours,USD,0.1,0.01,0.09,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=development
2026-05-24,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,9.0,,24.0,hours,USD,0.46,0.05,0.41,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=development
2026-05-24,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.5,GB-month,USD,3.92,0.42,3.5,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-24,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.4,GB-month,USD,0.45,0.05,0.4,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-24,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.31,requests,USD,0.35,0.04,0.31,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-24,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.55,requests,USD,0.62,0.07,0.55,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-24,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,19.6,31.8,,19.6,hours,USD,3.86,0.41,3.45,2026-05-01,2026-05-31,
2026-05-24,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,22.0,44.6,,22.0,hours,USD,1.08,0.12,0.96,2026-05-01,2026-05-31,
2026-05-24,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,21.5,41.2,,21.5,hours,USD,5.53,0.59,4.94,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-24,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,39.9,,5.18,requests,USD,5.8,0.62,5.18,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-24,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.16,GB-month,USD,1.3,0.14,1.16,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-24,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,2.5,,24.0,hours,USD,10.86,1.16,9.7,2026-05-01,2026-05-31,team=DevOps;project=Infrastructure;environment=staging
2026-05-24,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,16.8,,24.0,hours,USD,0.27,0.03,0.24,2026-05-01,2026-05-31,team=DevOps;project=Infrastructure;environment=development
2026-05-24,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,22.2,26.2,,22.2,hours,USD,5.51,0.59,4.92,2026-05-01,2026-05-31,team=Security;project=Compliance;environment=production
2026-05-24,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,20.8,39.4,,20.8,hours,USD,11.63,1.25,10.38,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-24,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,23.0,26.5,,23.0,hours,USD,10.18,1.09,9.09,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-24,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,1.71,GB-month,USD,1.92,0.21,1.71,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-24,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,69.5,,2.72,requests,USD,3.05,0.33,2.72,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-24,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,2.8,,24.0,hours,USD,5.08,0.54,4.54,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=development
2026-05-24,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,13.6,,24.0,hours,USD,5.33,0.57,4.76,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=staging
2026-05-24,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,22.3,70.7,,22.3,hours,USD,6.9,0.74,6.16,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-25,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,21.6,62.2,,21.6,hours,USD,2.24,0.24,2.0,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-25,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,21.0,43.5,,21.0,hours,USD,2.53,0.27,2.26,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-25,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,23.6,51.2,,23.6,hours,USD,4.68,0.5,4.18,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-25,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,63.7,,5.78,requests,USD,6.47,0.69,5.78,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-25,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.88,GB-month,USD,0.99,0.11,0.88,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-25,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,3.4,,24.0,hours,USD,2.41,0.26,2.15,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=staging
2026-05-25,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,4.4,,24.0,hours,USD,17.0,1.82,15.18,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-25,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,2.2,,1.94,requests,USD,2.17,0.23,1.94,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-25,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,23.5,19.4,,23.5,hours,USD,10.32,1.11,9.21,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-25,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,20.2,,3.84,requests,USD,4.3,0.46,3.84,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-25,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,5.4,,24.0,hours,USD,1.0,0.11,0.89,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=development
2026-05-25,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,19.9,,24.0,hours,USD,4.8,0.51,4.29,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=development
2026-05-25,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.49,GB-month,USD,3.91,0.42,3.49,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-25,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.44,GB-month,USD,0.49,0.05,0.44,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-25,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.3,requests,USD,0.34,0.04,0.3,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-25,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.53,requests,USD,0.59,0.06,0.53,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-25,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,11.2,44.8,,11.2,hours,USD,3.73,0.4,3.33,2026-05-01,2026-05-31,
2026-05-25,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,20.0,48.9,,20.0,hours,USD,0.96,0.1,0.86,2026-05-01,2026-05-31,
2026-05-25,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,22.8,43.2,,22.8,hours,USD,5.61,0.6,5.01,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-25,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,63.1,,5.46,requests,USD,6.12,0.66,5.46,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-25,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.15,GB-month,USD,1.29,0.14,1.15,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-25,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,0.5,,24.0,hours,USD,10.65,1.14,9.51,2026-05-01,2026-05-31,team=DevOps;project=Infrastructure;environment=staging
2026-05-25,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,10.4,,24.0,hours,USD,2.64,0.28,2.36,2026-05-01,2026-05-31,team=DevOps;project=Infrastructure;environment=development
2026-05-25,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,22.4,16.7,,22.4,hours,USD,5.45,0.58,4.87,2026-05-01,2026-05-31,team=Security;project=Compliance;environment=production
2026-05-25,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,21.6,56.9,,21.6,hours,USD,10.16,1.09,9.07,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-25,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,22.2,19.6,,22.2,hours,USD,11.17,1.2,9.97,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-25,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,1.79,GB-month,USD,2.0,0.21,1.79,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-25,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,51.1,,2.47,requests,USD,2.77,0.3,2.47,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-25,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,2.1,,24.0,hours,USD,5.13,0.55,4.58,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=development
2026-05-25,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,13.4,,24.0,hours,USD,5.85,0.63,5.22,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=staging
2026-05-25,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,22.3,71.3,,22.3,hours,USD,6.28,0.67,5.61,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-26,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,20.6,50.9,,20.6,hours,USD,2.33,0.25,2.08,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-26,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,20.3,54.8,,20.3,hours,USD,2.39,0.26,2.13,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-26,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,21.9,52.3,,21.9,hours,USD,4.48,0.48,4.0,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-26,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,46.6,,5.89,requests,USD,6.6,0.71,5.89,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-26,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.83,GB-month,USD,0.93,0.1,0.83,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-26,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,2.9,,24.0,hours,USD,2.28,0.24,2.04,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=staging
2026-05-26,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,0.9,,24.0,hours,USD,17.75,1.9,15.85,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-26,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,4.3,,1.79,requests,USD,2.0,0.21,1.79,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-26,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,23.6,23.1,,23.6,hours,USD,9.36,1.0,8.36,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-26,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,19.4,,3.87,requests,USD,4.33,0.46,3.87,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-26,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,17.9,,24.0,hours,USD,1.11,0.12,0.99,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=development
2026-05-26,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,7.0,,24.0,hours,USD,4.67,0.5,4.17,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=development
2026-05-26,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.84,GB-month,USD,4.3,0.46,3.84,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-26,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.39,GB-month,USD,0.44,0.05,0.39,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-26,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.3,requests,USD,0.34,0.04,0.3,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-26,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.55,requests,USD,0.62,0.07,0.55,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-26,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,14.1,54.1,,14.1,hours,USD,3.77,0.4,3.37,2026-05-01,2026-05-31,
2026-05-26,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,18.1,39.7,,18.1,hours,USD,0.99,0.11,0.88,2026-05-01,2026-05-31,
2026-05-26,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,23.3,50.8,,23.3,hours,USD,5.4,0.58,4.82,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-26,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,41.9,,5.68,requests,USD,6.36,0.68,5.68,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-26,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.25,GB-month,USD,1.4,0.15,1.25,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-26,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,2.7,,24.0,hours,USD,11.31,1.21,10.1,2026-05-01,2026-05-31,team=DevOps;project=Infrastructure;environment=staging
2026-05-26,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,13.3,,24.0,hours,USD,2.95,0.32,2.63,2026-05-01,2026-05-31,team=DevOps;project=Infrastructure;environment=development
2026-05-26,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,23.4,21.0,,23.4,hours,USD,5.44,0.58,4.86,2026-05-01,2026-05-31,team=Security;project=Compliance;environment=production
