date,provider,account_id,region,availability_zone,environment,team,department,project,tags,service,resource_id,resource_name,resource_type,instance_type,usage_quantity,usage_unit,usage_hours,avg_cpu_utilization,storage_gb,currency,cost,list_cost,discount,billing_period_start,billing_period_end
2026-05-15,AWS,707623027059,eu-west-1,eu-west-1c,prod,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=prod;department=Operations,S3,i-d9533fe0dc0240708,prod-cache-cluster-053,Storage,gp3,12336.46,GB-month,11.93,42.7,12336.46,USD,34.34,55.4744,21.1344,2026-05-01,2026-05-31
2026-05-15,AWS,283498961791,us-east-1,us-east-1b,dev,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=dev;department=Security,RDS,i-43f436a5c8534955a,analytics-cluster-040,Database,c5.4xlarge,12.62,hours,12.62,14.72,0.0,USD,7.2348,9.0562,1.8214,2026-05-01,2026-05-31
2026-05-15,AWS,747357163267,us-west-2,us-west-2a,test,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=test;department=Finance,DynamoDB,i-ff4c1a78aa7943fb8,test-integration-db-055,Database,m5.2xlarge,17.98,hours,17.98,5.0,0.0,USD,6.0025,7.5953,1.5928,2026-05-01,2026-05-31
2026-05-15,AWS,188080452706,us-east-1,us-east-1c,dev,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=dev;department=Finance,RDS,i-753f5604479644d59,dev-test-server-010,Database,m5.2xlarge,15.87,hours,15.87,64.27,0.0,USD,5.196,6.2576,1.0616,2026-05-01,2026-05-31
2026-05-15,GCP,gcp-proj-290672,europe-west1,europe-west1a,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Cloud Load Balancing,gcp-f1f83687550e,marketing-cdn-050,Network,n2-highcpu-4,4548.82,GB,20.79,61.72,0.0,USD,446.8193,468.6964,21.8771,2026-05-01,2026-05-31
2026-05-15,GCP,gcp-proj-223172,us-central1,us-central1a,staging,Engineering,Engineering,,team=Engineering;environment=staging;department=Engineering,Cloud Storage,gcp-cd34bd521613,recommendation-worker-073,Storage,standard,2110.12,GB-month,11.9,55.48,2110.12,USD,1.3738,1.3758,0.002,2026-05-01,2026-05-31
2026-05-15,GCP,gcp-proj-923927,europe-west1,europe-west1b,staging,,Data & Analytics,,environment=staging;department=Data & Analytics,Cloud Load Balancing,gcp-ceef2a48d009,staging-api-02-029,Network,n2-highmem-8,1160.19,GB,19.95,5.0,0.0,USD,46.3683,62.683,16.3147,2026-05-01,2026-05-31
2026-05-15,AWS,235030135894,ap-southeast-1,ap-southeast-1c,dev,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=dev;department=Operations,ElastiCache,i-ffecab260e2b4e87b,log-aggregator-064,Cache,r5.large,22.59,hours,22.59,17.12,0.0,USD,2.4247,2.9629,0.5382,2026-05-01,2026-05-31
2026-05-15,Azure,524d5f94-1bb6-46ff-ba1a-12a9e170902f,southeastasia,southeastasia-az1,prod,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=prod;department=Finance,Application Gateway,/subscriptions/df308220/vm-e7c76ea2,analytics-cluster-069,Network,D2s_v5,5373.43,GB,20.13,59.11,0.0,USD,332.401,421.9982,89.5972,2026-05-01,2026-05-31
2026-05-15,Azure,f9b259fd-92c9-4ed4-81ba-a6c7d70a00f7,westus2,westus2-az2,test,,,Marketing Platform,project=Marketing Platform;environment=test,Blob Storage,/subscriptions/ca15ff9b/vm-8a2b520f,test-runner-01-071,Storage,StandardSSD,11339.65,GB-month,18.24,35.03,11339.65,USD,41.0453,42.3681,1.3228,2026-05-01,2026-05-31
2026-05-15,Azure,7960d057-ea8a-43a8-9162-8d19dcb00a8f,centralindia,centralindia-az3,prod,Engineering,Engineering,Mobile Backend,team=Engineering;project=Mobile Backend;environment=prod;department=Engineering,Application Gateway,/subscriptions/c30f9ae9/vm-ac1bf2da,ml-inference-server-005,Network,D4s_v5,6818.19,GB,14.73,9.87,0.0,USD,335.8201,424.0518,88.2317,2026-05-01,2026-05-31
2026-05-15,Azure,38b83f5b-509c-43fb-9eed-a6534d5f2518,southeastasia,southeastasia-az3,staging,Data,Data & Analytics,Data Platform,team=Data;project=Data Platform;environment=staging;department=Data & Analytics,Azure Functions,/subscriptions/f3b14171/vm-912b9ca9,batch-processing-worker-046,Serverless,serverless,4033371.0,requests,0.0,64.49,0.0,USD,81.8365,102.2256,20.3891,2026-05-01,2026-05-31
2026-05-15,AWS,110999011248,ap-south-1,ap-south-1b,dev,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=dev;department=Marketing,RDS,i-9cdc7aaef0754500a,dev-build-agent-018,Database,t3.large,23.43,hours,23.43,7.61,0.0,USD,1.4089,1.9352,0.5263,2026-05-01,2026-05-31
2026-05-15,Azure,ee54536e-21b0-4d1d-84c9-24e85ac5961b,westus2,westus2-az2,staging,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=staging;department=Engineering,Azure Functions,/subscriptions/8413e3ef/vm-5a3f0977,staging-web-01-012,Serverless,serverless,1992260.0,requests,0.0,56.59,0.0,USD,119.2013,149.9815,30.7802,2026-05-01,2026-05-31
2026-05-15,Azure,3047d5bb-40d6-43ff-9983-6beb7d68c781,northeurope,northeurope-az2,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,Cosmos DB,/subscriptions/d66e62a8/vm-28d54a95,analytics-cluster-032,Database,E4s_v5,22.03,hours,22.03,2.75,0.0,USD,4.3508,6.1902,1.8394,2026-05-01,2026-05-31
2026-05-15,GCP,gcp-proj-197793,us-central1,us-central1c,test,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=test;department=Marketing,GKE,gcp-64f99da3ba8e,test-runner-01-007,Container,n2-standard-2,19.17,vCPU-hours,19.17,58.97,0.0,USD,1.6843,1.9108,0.2265,2026-05-01,2026-05-31
2026-05-15,AWS,608002483225,eu-central-1,eu-central-1a,staging,QA,,,team=QA;environment=staging,EBS,i-4a797322816946efb,staging-web-01-006,Storage,gp3,3641.8,GB-month,22.96,9.9,3641.8,USD,9.255,9.8286,0.5736,2026-05-01,2026-05-31
2026-05-15,AWS,563138741006,eu-central-1,eu-central-1b,staging,Platform,Engineering,Web Portal,team=Platform;project=Web Portal;environment=staging;department=Engineering,CloudFront,i-be755de083ff453da,staging-web-01-038,Network,t3.large,2333.88,GB,23.9,17.02,0.0,USD,128.7443,145.7576,17.0133,2026-05-01,2026-05-31
2026-05-15,AWS,174866852259,ap-southeast-1,ap-southeast-1c,test,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=test;department=Data & Analytics,ECS,i-51723fb05eed41a49,batch-processing-worker-026,Container,c5.2xlarge,24.0,vCPU-hours,24.0,48.57,0.0,USD,6.6921,7.8549,1.1628,2026-05-01,2026-05-31
2026-05-15,Azure,8b57e4fc-c9c4-4237-9b82-4c618bc4be50,centralindia,centralindia-az1,prod,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=prod;department=Operations,Cosmos DB,/subscriptions/30f3d8c0/vm-92b0938f,security-scanner-077,Database,D2s_v5,14.6,hours,14.6,45.53,0.0,USD,1.092,1.4491,0.3571,2026-05-01,2026-05-31
2026-05-15,Azure,aa0d592f-e9ad-42c0-9951-3a3b1d430a11,westus2,westus2-az2,test,Engineering,Engineering,Customer API,team=Engineering;project=Customer API;environment=test;department=Engineering,Azure Cache for Redis,/subscriptions/6bd81e4c/vm-fb149c25,backup-storage-044,Cache,E8s_v5,16.1,hours,16.1,51.07,0.0,USD,6.6733,8.232,1.5587,2026-05-01,2026-05-31
2026-05-15,GCP,gcp-proj-872343,us-east1,us-east1b,test,Platform,Engineering,Web Portal,team=Platform;project=Web Portal;environment=test;department=Engineering,BigQuery,gcp-648e0fa09f47,test-load-gen-021,Analytics,n2-highcpu-4,17.84,vCPU-hours,17.84,5.0,0.0,USD,2.1847,2.6336,0.4489,2026-05-01,2026-05-31
2026-05-15,Azure,af98c2b0-d259-46a9-a7cb-81f5426fa773,westeurope,westeurope-az2,prod,QA,Engineering,Dev Platform,team=QA;project=Dev Platform;environment=prod;department=Engineering,Azure Kubernetes Service,/subscriptions/4af3c5e5/vm-e1766fbe,reporting-db-039,Container,D4s_v5,22.95,vCPU-hours,22.95,3.31,0.0,USD,4.6769,4.7958,0.1189,2026-05-01,2026-05-31
2026-05-15,AWS,731678373015,us-east-1,us-east-1a,staging,,,,,EC2,i-63406f6cd8b94a84a,batch-processing-worker-058,Compute,t3.micro,8.07,hours,8.07,68.87,0.0,USD,0.4099,0.5,0.0901,2026-05-01,2026-05-31
2026-05-15,Azure,a444434d-6806-4b63-b62d-c8995db7e781,centralindia,centralindia-az2,prod,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=prod;department=Marketing,Azure Kubernetes Service,/subscriptions/cbd300ce/vm-7d52b7c3,log-aggregator-051,Container,B2s,18.33,vCPU-hours,18.33,51.49,0.0,USD,0.7561,0.8004,0.0443,2026-05-01,2026-05-31
2026-05-15,GCP,gcp-proj-584125,us-central1,us-central1c,prod,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=prod;department=Engineering,Cloud Functions,gcp-0444ee81ca7e,prod-web-gateway-041,Serverless,serverless,2114837.0,requests,0.0,57.88,0.0,USD,81.703,91.0487,9.3457,2026-05-01,2026-05-31
2026-05-16,GCP,gcp-proj-735656,europe-west4,europe-west4b,test,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=test;department=Security,Cloud SQL,gcp-f7e5ab63fb0d,analytics-cluster-025,Database,n2-standard-4,4.45,hours,4.45,61.89,0.0,USD,0.719,0.8642,0.1452,2026-05-01,2026-05-31
2026-05-16,AWS,781047077731,eu-west-1,eu-west-1c,prod,QA,Engineering,Dev Platform,team=QA;project=Dev Platform;environment=prod;department=Engineering,RDS,i-2435850844344be2a,prod-web-gateway-060,Database,m5.xlarge,10.89,hours,3.43,66.42,0.0,USD,10.3389,10.8821,0.5432,2026-05-01,2026-05-31
2026-05-16,Azure,7960d057-ea8a-43a8-9162-8d19dcb00a8f,centralindia,centralindia-az3,prod,Engineering,Engineering,Mobile Backend,team=Engineering;project=Mobile Backend;environment=prod;department=Engineering,Application Gateway,/subscriptions/c30f9ae9/vm-ac1bf2da,ml-inference-server-005,Network,D4s_v5,4665.55,GB,11.44,5.0,0.0,USD,290.0772,306.1842,16.107,2026-05-01,2026-05-31
2026-05-16,Azure,08a21c13-2610-4b06-b808-6423dd25cc38,northeurope,northeurope-az2,prod,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=prod;department=Security,Cosmos DB,/subscriptions/24302944/vm-9ec665e6,analytics-cluster-042,Database,D4s_v5,12.04,hours,12.04,63.86,0.0,USD,2.0469,2.348,0.3011,2026-05-01,2026-05-31
2026-05-16,GCP,gcp-proj-923927,europe-west1,europe-west1b,staging,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=staging;department=Data & Analytics,Cloud Load Balancing,gcp-ceef2a48d009,staging-api-02-029,Network,n2-highmem-8,2752.55,GB,7.19,12.9,0.0,USD,251.6203,320.1617,68.5414,2026-05-01,2026-05-31
2026-05-16,Azure,c2d3e9dd-a195-4fe1-bd0e-e8346d5e6456,centralindia,centralindia-az1,dev,,Security,,environment=dev;department=Security,Blob Storage,/subscriptions/43660fce/vm-c9a6ca88,dev-sandbox-01-020,Storage,StandardSSD,3688.6,GB-month,23.61,10.08,3688.6,USD,1.2698,2.1585,0.8887,2026-05-01,2026-05-31
2026-05-16,Azure,f9b259fd-92c9-4ed4-81ba-a6c7d70a00f7,westus2,westus2-az2,test,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=test;department=Marketing,Blob Storage,/subscriptions/ca15ff9b/vm-8a2b520f,test-runner-01-071,Storage,StandardSSD,10723.37,GB-month,2.99,23.43,10723.37,USD,34.8426,37.6584,2.8158,2026-05-01,2026-05-31
2026-05-16,GCP,gcp-proj-556641,europe-west4,europe-west4b,prod,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=prod;department=Finance,Cloud Functions,gcp-7f0da117ae98,log-aggregator-048,Serverless,serverless,3226086.0,requests,0.0,14.3,0.0,USD,159.1001,184.3743,25.2742,2026-05-01,2026-05-31
2026-05-16,AWS,443445860556,ap-southeast-1,ap-southeast-1c,prod,Engineering,Engineering,Mobile Backend,team=Engineering;project=Mobile Backend;environment=prod;department=Engineering,EC2,i-5c59fc4bb2a74dda9,batch-processing-worker-045,Compute,r5.large,13.39,hours,13.39,55.34,0.0,USD,1.3745,1.6695,0.295,2026-05-01,2026-05-31
2026-05-16,AWS,387635680418,ap-south-1,ap-south-1c,prod,,,,,Lambda,i-1eb872ba13fa4fddb,marketing-cdn-024,Serverless,serverless,3406229.0,requests,0.0,63.85,0.0,USD,634.3894,695.7694,61.38,2026-05-01,2026-05-31
2026-05-16,Azure,15a9dca0-8220-4aea-9748-292f4b3191eb,centralindia,centralindia-az2,staging,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=staging;department=Finance,Azure Functions,/subscriptions/5b87a0c6/vm-935108c2,data-lake-ingest-062,Serverless,serverless,1452541.0,requests,23.25,2.81,0.0,USD,85.0687,130.7722,45.7035,2026-05-01,2026-05-31
2026-05-16,Azure,3c8d6dae-985a-44a1-a5cb-6e1077af40de,westus2,westus2-az2,prod,Platform,,Web Portal,team=Platform;project=Web Portal;environment=prod,Virtual Machines,/subscriptions/8bb44b80/vm-18217db3,reporting-db-056,Compute,E8s_v5,15.02,hours,15.02,67.87,0.0,USD,7.4756,7.5272,0.0516,2026-05-01,2026-05-31
2026-05-16,AWS,969508288813,,ap-southeast-1a,prod,,,,,Lambda,i-00521575d70e4c778,prod-web-gateway-052,Serverless,serverless,3892413.0,requests,0.0,74.86,0.0,USD,107.6926,133.631,25.9384,2026-05-01,2026-05-31
2026-05-16,AWS,306823277527,eu-west-1,eu-west-1b,prod,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=prod;department=Marketing,EC2,i-11542ce6b141485e9,analytics-cluster-009,Compute,r5.xlarge,19.7,hours,19.7,72.53,0.0,USD,5.0347,5.1243,0.0896,2026-05-01,2026-05-31
2026-05-16,AWS,476744275623,eu-west-1,eu-west-1b,prod,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=prod;department=Operations,Lambda,i-e82edb5886f744da9,prod-core-db-016,Serverless,serverless,1054838.0,requests,0.0,65.7,0.0,USD,32.5876,46.5386,13.951,2026-05-01,2026-05-31
2026-05-16,Azure,e3ef33a4-835b-483a-8224-693c4172b674,southeastasia,southeastasia-az2,dev,DevOps,,,team=DevOps;environment=dev,Azure SQL Database,/subscriptions/0c57e052/vm-6955a712,batch-processing-worker-030,Database,D4as_v5,22.38,hours,22.38,13.53,0.0,USD,3.6859,3.9099,0.224,2026-05-01,2026-05-31
2026-05-16,Azure,38b83f5b-509c-43fb-9eed-a6534d5f2518,southeastasia,southeastasia-az3,staging,,,Data Platform,project=Data Platform;environment=staging,Azure Functions,/subscriptions/f3b14171/vm-912b9ca9,batch-processing-worker-046,Serverless,serverless,570274.0,requests,0.0,66.78,0.0,USD,25.6792,31.8492,6.17,2026-05-01,2026-05-31
2026-05-16,GCP,gcp-proj-578975,europe-west4,europe-west4b,staging,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=staging;department=Finance,BigQuery,gcp-bd70e355a067,recommendation-worker-074,Analytics,n2-standard-4,7.82,vCPU-hours,7.82,10.44,0.0,USD,1.2392,1.6857,0.4465,2026-05-01,2026-05-31
2026-05-16,GCP,gcp-proj-290672,europe-west1,europe-west1a,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Cloud Load Balancing,gcp-f1f83687550e,marketing-cdn-050,Network,n2-highcpu-4,4904.77,GB,16.39,65.97,0.0,USD,344.9556,490.8215,145.8659,2026-05-01,2026-05-31
2026-05-16,Azure,ee54536e-21b0-4d1d-84c9-24e85ac5961b,westus2,westus2-az2,staging,,,,,Azure Functions,/subscriptions/8413e3ef/vm-5a3f0977,staging-web-01-012,Serverless,serverless,754996.0,requests,0.0,68.1,0.0,USD,47.7555,70.8557,23.1002,2026-05-01,2026-05-31
2026-05-16,Azure,d6e93366-318e-48dd-b9a7-5da6f6c31def,westus2,westus2-az3,prod,Finance,,Internal Tools,team=Finance;project=Internal Tools;environment=prod,Azure Kubernetes Service,/subscriptions/cbade407/vm-91f14de5,prod-web-gateway-035,Container,D4as_v5,22.95,vCPU-hours,22.95,2.84,0.0,USD,3.8812,4.2695,0.3883,2026-05-01,2026-05-31
2026-05-16,GCP,gcp-proj-584125,us-central1,us-central1c,prod,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=prod;department=Engineering,Cloud Functions,gcp-0444ee81ca7e,prod-web-gateway-041,Serverless,serverless,1980538.0,requests,0.0,57.05,0.0,USD,132.7006,154.0096,21.309,2026-05-01,2026-05-31
2026-05-16,Azure,2972322e-c94f-4ac8-9267-81b659a45584,northeurope,northeurope-az1,test,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=test;department=Finance,Azure Cache for Redis,/subscriptions/19dad507/vm-b8a989d6,log-aggregator-034,Cache,E8s_v5,3.76,hours,3.76,61.8,0.0,USD,1.6236,1.9366,0.313,2026-05-01,2026-05-31
2026-05-16,AWS,725413874351,us-west-2,us-west-2b,dev,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=dev;department=Engineering,Lambda,i-0a0109aad95c4b179,dev-test-server-028,Serverless,serverless,4052173.0,requests,23.5,7.83,0.0,USD,109.2785,146.1778,36.8993,2026-05-01,2026-05-31
2026-05-16,AWS,214547351220,eu-west-1,eu-west-1b,dev,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=dev;department=Security,ECS,i-69321e40162b4eabb,dev-db-scratch-068,Container,r5.large,4.24,vCPU-hours,4.24,71.19,0.0,USD,0.4292,0.5139,0.0847,2026-05-01,2026-05-31
2026-05-16,AWS,731678373015,us-east-1,us-east-1a,staging,QA,Engineering,Dev Platform,team=QA;project=Dev Platform;environment=staging;department=Engineering,EC2,i-63406f6cd8b94a84a,batch-processing-worker-058,Compute,t3.micro,12.76,hours,12.76,61.59,0.0,USD,0.4399,0.5,0.0601,2026-05-01,2026-05-31
2026-05-16,Azure,240d196a-8da0-487a-9e5b-766bfc6d0f61,eastus,eastus-az1,prod,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=prod;department=Operations,Azure SQL Database,/subscriptions/ae690497/vm-91ce0ec1,reporting-db-057,Database,D32s_v5,19.43,hours,19.43,20.29,0.0,USD,28.435,30.6794,2.2444,2026-05-01,2026-05-31
2026-05-16,GCP,gcp-proj-827659,us-east1,us-east1a,prod,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=prod;department=Data & Analytics,GKE,gcp-1e4f7467ae5f,ml-inference-server-037,Container,n2-highcpu-4,13.56,vCPU-hours,13.56,8.96,0.0,USD,1.6356,2.0019,0.3663,2026-05-01,2026-05-31
2026-05-16,Azure,af98c2b0-d259-46a9-a7cb-81f5426fa773,westeurope,westeurope-az2,prod,QA,Engineering,Dev Platform,team=QA;project=Dev Platform;environment=prod;department=Engineering,Azure Kubernetes Service,/subscriptions/4af3c5e5/vm-e1766fbe,reporting-db-039,Container,D4s_v5,23.83,vCPU-hours,23.83,3.29,0.0,USD,4.401,4.9974,0.5964,2026-05-01,2026-05-31
2026-05-16,AWS,563138741006,eu-central-1,eu-central-1b,staging,Platform,Engineering,Web Portal,team=Platform;project=Web Portal;environment=staging;department=Engineering,CloudFront,i-be755de083ff453da,staging-web-01-038,Network,t3.large,2280.09,GB,23.45,10.07,0.0,USD,209.7814,265.0024,55.221,2026-05-01,2026-05-31
2026-05-16,AWS,188559569253,ap-southeast-1,ap-southeast-1a,prod,Customer Success,,,team=Customer Success;environment=prod,Redshift,i-d32d0119587a4ec79,prod-cache-cluster-011,Analytics,c5.xlarge,22.24,vCPU-hours,22.24,2.85,0.0,USD,3.4634,4.0,0.5366,2026-05-01,2026-05-31
2026-05-16,AWS,608002483225,eu-central-1,eu-central-1a,staging,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=staging;department=Engineering,EBS,i-4a797322816946efb,staging-web-01-006,Storage,gp3,3584.61,GB-month,23.97,19.52,3584.61,USD,7.0593,10.0296,2.9703,2026-05-01,2026-05-31
2026-05-16,GCP,gcp-proj-553014,europe-west4,europe-west4a,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,BigQuery,gcp-05f18687b417,staging-api-02-065,Analytics,n2-standard-32,12.8,vCPU-hours,12.8,11.37,0.0,USD,20.0817,22.435,2.3533,2026-05-01,2026-05-31
2026-05-16,Azure,ffbe7533-79f3-4a84-aedb-1a117884e4fb,centralindia,centralindia-az3,prod,Analytics,Data & Analytics,Recommendation Engine,team=Analytics;project=Recommendation Engine;environment=prod;department=Data & Analytics,Blob Storage,/subscriptions/76053b55/vm-53323bed,backup-storage-015,Storage,StandardSSD,1175.22,GB-month,23.52,1.52,1175.22,USD,0.6014,0.7467,0.1453,2026-05-01,2026-05-31
2026-05-16,AWS,622524651020,us-east-1,us-east-1c,test,DevOps,Engineering,Internal Tools,team=DevOps;project=Internal Tools;environment=test;department=Engineering,S3,i-a097db097e8a4e459,security-scanner-000,Storage,gp3,1173.91,GB-month,3.11,7.37,1173.91,USD,0.7234,0.8959,0.1725,2026-05-01,2026-05-31
2026-05-17,GCP,gcp-proj-578975,europe-west4,europe-west4b,staging,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=staging;department=Finance,BigQuery,gcp-bd70e355a067,recommendation-worker-074,Analytics,n2-standard-4,15.06,vCPU-hours,15.06,9.69,0.0,USD,2.1779,3.3174,1.1395,2026-05-01,2026-05-31
2026-05-17,AWS,214547351220,eu-west-1,eu-west-1b,dev,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=dev;department=Security,ECS,i-69321e40162b4eabb,dev-db-scratch-068,Container,r5.large,2.39,vCPU-hours,2.39,56.39,0.0,USD,0.4152,0.5,0.0848,2026-05-01,2026-05-31
2026-05-17,GCP,gcp-proj-608993,asia-southeast1,asia-southeast1a,prod,Analytics,Data & Analytics,Recommendation Engine,team=Analytics;project=Recommendation Engine;environment=prod;department=Data & Analytics,Cloud Storage,gcp-b7f9d12e5897,log-aggregator-003,Storage,standard,2976.47,GB-month,17.55,55.95,2976.47,USD,1.3298,1.9899,0.6601,2026-05-01,2026-05-31
2026-05-17,Azure,7960d057-ea8a-43a8-9162-8d19dcb00a8f,centralindia,centralindia-az3,prod,Engineering,Engineering,Mobile Backend,team=Engineering;project=Mobile Backend;environment=prod;department=Engineering,Application Gateway,/subscriptions/c30f9ae9/vm-ac1bf2da,ml-inference-server-005,Network,D4s_v5,1168.0,GB,14.6,7.91,0.0,USD,49.2256,68.812,19.5864,2026-05-01,2026-05-31
2026-05-17,GCP,gcp-proj-923927,europe-west1,europe-west1b,staging,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=staging;department=Data & Analytics,Cloud Load Balancing,gcp-ceef2a48d009,staging-api-02-029,Network,n2-highmem-8,2015.26,GB,8.64,9.29,0.0,USD,218.6633,233.7548,15.0915,2026-05-01,2026-05-31
2026-05-17,GCP,gcp-proj-945742,us-east1,us-east1c,prod,Analytics,Data & Analytics,Analytics,team=Analytics;project=Analytics;environment=prod;department=Data & Analytics,Compute Engine,gcp-ba75dacf762a,prod-payment-service-031,Compute,n2-standard-16,14.5,hours,14.5,18.3,0.0,USD,11.0386,12.2969,1.2583,2026-05-01,2026-05-31
2026-05-17,Azure,e3ef33a4-835b-483a-8224-693c4172b674,southeastasia,southeastasia-az2,dev,DevOps,Engineering,Dev Platform,team=DevOps;project=Dev Platform;environment=dev;department=Engineering,Azure SQL Database,/subscriptions/0c57e052/vm-6955a712,batch-processing-worker-030,Database,D4as_v5,23.33,hours,23.33,18.24,0.0,USD,3.5373,4.1183,0.581,2026-05-01,2026-05-31
2026-05-17,AWS,306823277527,eu-west-1,eu-west-1b,prod,,Marketing,Marketing Platform,project=Marketing Platform;environment=prod;department=Marketing,EC2,i-11542ce6b141485e9,analytics-cluster-009,Compute,r5.xlarge,10.1,hours,10.1,45.87,0.0,USD,2.5439,2.6048,0.0609,2026-05-01,2026-05-31
2026-05-17,GCP,gcp-proj-223172,us-central1,us-central1a,staging,,Engineering,,environment=staging;department=Engineering,Cloud Storage,gcp-cd34bd521613,recommendation-worker-073,Storage,standard,2109.5,GB-month,15.0,49.49,2109.5,USD,1.0447,1.3715,0.3268,2026-05-01,2026-05-31
2026-05-17,Azure,38b83f5b-509c-43fb-9eed-a6534d5f2518,southeastasia,southeastasia-az3,staging,Data,Data & Analytics,Data Platform,team=Data;project=Data Platform;environment=staging;department=Data & Analytics,Azure Functions,/subscriptions/f3b14171/vm-912b9ca9,batch-processing-worker-046,Serverless,serverless,836219.0,requests,0.0,68.45,0.0,USD,38.1821,45.1491,6.967,2026-05-01,2026-05-31
2026-05-17,Azure,3c8d6dae-985a-44a1-a5cb-6e1077af40de,westus2,westus2-az2,prod,Platform,,Web Portal,team=Platform;project=Web Portal;environment=prod,Virtual Machines,/subscriptions/8bb44b80/vm-18217db3,reporting-db-056,Compute,E8s_v5,10.73,hours,10.73,61.65,0.0,USD,4.5601,5.1804,0.6203,2026-05-01,2026-05-31
2026-05-17,Azure,f9b259fd-92c9-4ed4-81ba-a6c7d70a00f7,westus2,westus2-az2,test,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=test;department=Marketing,Blob Storage,/subscriptions/ca15ff9b/vm-8a2b520f,test-runner-01-071,Storage,StandardSSD,11409.83,GB-month,3.54,22.25,11409.83,USD,35.3999,42.5268,7.1269,2026-05-01,2026-05-31
2026-05-17,Azure,8b57e4fc-c9c4-4237-9b82-4c618bc4be50,centralindia,centralindia-az1,prod,Customer Success,,Internal Tools,team=Customer Success;project=Internal Tools;environment=prod,Cosmos DB,/subscriptions/30f3d8c0/vm-92b0938f,security-scanner-077,Database,D2s_v5,15.96,hours,15.96,58.86,0.0,USD,1.3554,1.593,0.2376,2026-05-01,2026-05-31
2026-05-17,Azure,d6e93366-318e-48dd-b9a7-5da6f6c31def,westus2,westus2-az3,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Azure Kubernetes Service,/subscriptions/cbade407/vm-91f14de5,prod-web-gateway-035,Container,D4as_v5,23.63,vCPU-hours,23.63,2.71,0.0,USD,4.369,4.7535,0.3845,2026-05-01,2026-05-31
2026-05-17,GCP,gcp-proj-584125,us-central1,us-central1c,prod,QA,,Testing Platform,team=QA;project=Testing Platform;environment=prod,Cloud Functions,gcp-0444ee81ca7e,prod-web-gateway-041,Serverless,serverless,1953826.0,requests,0.0,65.78,0.0,USD,72.9118,76.9476,4.0358,2026-05-01,2026-05-31
2026-05-17,AWS,506568138339,ap-southeast-1,ap-southeast-1a,prod,,Security,,environment=prod;department=Security,ECS,i-13e1d940e79b4a76a,batch-processing-worker-047,Container,t3.medium,15.93,vCPU-hours,15.93,51.41,0.0,USD,0.6846,0.6862,0.0016,2026-05-01,2026-05-31
2026-05-17,GCP,gcp-proj-553014,europe-west4,europe-west4a,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,BigQuery,gcp-05f18687b417,staging-api-02-065,Analytics,n2-standard-32,10.22,vCPU-hours,10.22,15.71,0.0,USD,10.4961,17.5383,7.0422,2026-05-01,2026-05-31
